x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
A298,A0,A0,A0,A0,20.0,A2,A1,A1,A0,A1,A0,A1,64.4,A0
A299,A0,A0,A0,A0,16.0,A1,A1,A1,A1,A0,A1,A0,54.85,A0
A300,A1,A1,A0,A0,40.0,A2,A0,A0,A1,A1,A0,A2,91.55,A0
A301,A1,A1,A1,A1,62.0,A0,A0,A0,A0,A1,A0,A1,96.1,A0
,A1,A0,A1,A0,26.0,A2,A2,A2,A2,A2,A2,A0,19.2,A0
A303,A0,A0,A1,A1,15.0,A2,A0,A1,A1,A1,A2,A2,101.9,A0
,A0,A0,A1,A0,64.0,A2,A0,A1,A1,A1,A1,A1,104.05,A0
A305,A0,A0,A0,A1,1.0,A2,A2,A2,A2,A2,A0,A0,21.05,A0
A306,A0,A0,A1,A1,68.0,A0,A1,A1,A1,A1,A1,A1,92.2,A0
A307,A0,A0,A1,A0,72.0,A0,A0,A0,A1,A1,A1,A2,99.4,A0
,A0,A0,A0,A0,48.0,A2,A2,A2,A2,A2,A1,A1,19.85,A0
A309,A0,A0,A0,A0,64.0,A0,A1,A1,A1,A0,A2,A2,81.25,A0
A310,A1,A1,A1,A0,50.0,A0,A0,A0,A1,A0,A0,A2,88.05,A1
A311,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,70.25,A0
A312,A0,A0,A0,A0,34.0,A2,A1,A1,A0,A0,A2,A0,56.95,A0
A313,A0,A0,A1,A1,15.0,A0,A0,A0,A0,A0,A0,A3,74.9,A1
A314,A0,A0,A0,A0,26.0,A0,A0,A0,A1,A1,A0,A2,98.35,A1
A315,A0,A0,A0,A0,13.0,A1,A1,A0,A0,A0,A0,A3,25.15,A0
A316,A0,A0,A0,A0,43.0,A1,A1,A0,A0,A1,A2,A2,44.15,A0
A317,A0,A0,A0,A0,9.0,A2,A0,A0,A0,A1,A0,A2,80.8,A1
A318,A0,A0,A0,A1,23.0,A2,A2,A2,A2,A2,A2,A0,19.8,
A319,A1,A0,A0,A0,4.0,A0,A0,A0,A0,A0,A0,A2,75.65,A0
A320,A1,A0,A1,A1,59.0,A0,A2,A2,A2,A2,A1,A0,25.45,A0
A321,A1,A0,A0,A0,15.0,A2,A0,A0,A1,A1,A0,A2,101.25,A1
A322,A1,A0,A1,A1,33.0,A2,A1,A1,A0,A0,A2,A0,58.45,A0
A323,A1,A0,A1,A0,33.0,A2,A2,A2,A2,A2,A0,A0,20.05,A0
A324,A1,A0,A1,A0,15.0,A2,A0,A1,A1,A1,A0,A2,101.75,A0
A325,A1,A0,A0,A0,7.0,A2,A0,A0,A1,A0,A0,A2,79.7,A1
,A0,A1,A1,A0,72.0,A0,A1,A0,A1,A1,A1,A1,73.45,A0
A327,A1,A1,A1,A0,72.0,A0,A0,A1,A1,A1,A1,A0,109.75,A0
A328,A1,A0,A0,A0,34.0,A2,A0,A0,A0,A0,A0,A1,73.95,A1
A329,A1,A0,A1,A0,3.0,A0,A0,A0,A0,A1,A0,A1,91.5,A1
A330,A1,A0,A0,A0,57.0,A0,A0,A1,A1,A1,A1,A3,112.95,A1
A331,A0,A1,A1,A1,72.0,A0,A0,A1,A1,A1,A1,A1,115.75,A0
A332,A1,A0,A1,A0,62.0,A2,A1,A1,A1,A0,A1,A1,72.0,A0
A333,A1,A0,A1,A0,72.0,A2,A2,A2,A2,A2,A1,A3,20.05,A0
A334,A0,A0,A0,A0,5.0,A2,A1,A0,A1,A0,A0,A1,63.95,A0
A335,A0,A0,A0,A1,9.0,A2,A1,A0,A0,A0,A0,A2,50.1,A0
A336,A1,A0,A1,A1,65.0,A0,A0,A1,A1,A0,A1,A1,99.05,A0
A337,A0,A0,A0,A1,31.0,A1,A1,A0,A0,A0,A0,A1,25.0,A0
A338,A1,A1,A0,A0,50.0,A0,A0,A0,A1,A1,A0,A2,104.95,A0
A339,A1,A0,A0,A1,50.0,A2,A2,A2,A2,A2,A1,A1,20.15,A0
A340,A1,A0,A1,A0,16.0,A0,A0,A1,A0,A0,A0,A2,90.7,A0
A341,A0,A0,A1,A1,9.0,A1,A1,A0,A0,A0,A0,A2,29.95,A1
,A0,A0,A1,A0,1.0,A2,A0,A0,A0,A0,A0,A2,69.15,A1
A343,A0,A0,A1,A1,52.0,A2,A2,A2,A2,A2,A1,A0,19.2,
A344,A1,A0,A0,A0,4.0,A2,A0,A0,A0,A0,A0,A3,76.65,A1
A345,A0,A0,A0,A0,38.0,A2,A2,A2,A2,A2,A2,A0,20.1,A0
A346,A1,A0,A0,A0,40.0,A2,A2,A2,A2,A2,A1,A3,20.6,A0
A347,A1,A0,A1,A1,52.0,A0,A2,A2,A2,A2,A1,A3,25.05,A0
A348,A1,A0,A1,A1,60.0,A0,A0,A1,A1,A0,A2,A3,94.15,A0
A349,A1,A0,A0,A1,3.0,A2,A1,A1,A0,A1,A0,A3,64.5,A0
A350,A1,A0,A1,A1,67.0,A0,A0,A0,A1,A0,A1,A1,94.1,A0
A351,A0,A0,A1,A1,70.0,A0,A2,A2,A2,A2,A1,A0,25.4,A0
A352,A0,A0,A0,A1,1.0,A2,A2,A2,A2,A2,A0,A0,19.3,
A353,A1,A1,A1,A0,42.0,A0,A0,A0,A1,A1,A0,A2,95.05,A0
A354,A1,A0,A0,A0,17.0,A2,A0,A0,A0,A0,A0,A2,70.0,A1
A355,A1,A0,A1,A1,16.0,A1,A1,A0,A0,A1,A0,A1,35.5,A0
A356,A0,A0,A0,A0,18.0,A1,A1,A1,A0,A0,A0,A0,33.6,A0
A357,A1,A0,A1,A0,49.0,A1,A1,A0,A1,A1,A2,A1,56.3,A0
A358,A0,A0,A0,A0,26.0,A2,A0,A0,A1,A0,A0,A2,89.8,A1
A359,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A2,19.85,A1
,A1,A0,A0,A0,21.0,A0,A0,A0,A1,A1,A0,A2,97.35,A1
A361,A0,A0,A1,A1,66.0,A0,A2,A2,A2,A2,A1,A1,25.3,A0
A362,A0,A0,A0,A0,1.0,A2,A1,A0,A0,A0,A0,A1,49.0,A0
A363,A1,A0,A0,A0,46.0,A2,A0,A1,A1,A0,A2,A1,95.65,A0
,A0,A0,A1,A1,34.0,A1,A1,A0,A1,A0,A1,A2,40.55,A0
,A1,A0,A1,A1,57.0,A2,A1,A1,A0,A0,A2,A0,59.3,A0
A366,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A3,20.2,A1
A367,A1,A1,A0,A0,35.0,A0,A0,A1,A1,A1,A2,A2,108.35,A0
A368,A1,A0,A0,A0,35.0,A1,A1,A0,A0,A0,A0,A2,24.15,A0
A369,A0,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,70.35,A0
A370,A0,A1,A1,A0,,A2,A0,A1,A0,A0,A0,A2,75.3,A0
A371,A1,A1,A0,A0,7.0,A2,A1,A1,A0,A0,A0,A2,48.2,A0
A372,A0,A1,A1,A0,16.0,A2,A1,A1,A0,A0,A0,A3,54.55,A0
A373,A1,A0,A1,A1,70.0,A0,A0,A1,A1,A1,A1,A3,114.2,A1
A374,A0,A0,A0,A1,25.0,A2,A2,A2,A2,A2,A0,A0,20.8,A0
A375,A1,A0,A1,A1,59.0,A0,A1,A1,A1,A0,A1,A0,76.45,A0
A376,A0,A0,A0,A1,10.0,A2,A2,A2,A2,A2,A2,A3,19.95,A0
A377,A1,A0,A1,A1,6.0,A0,A0,A0,A1,A0,A0,A0,94.05,A0
A378,A0,A0,A1,A1,15.0,A2,A0,A1,A0,A0,A0,A0,75.1,A0
A379,A0,A1,A1,A0,44.0,A0,A0,A0,A1,A0,A0,A2,89.2,A0
A380,A1,A0,A1,A1,51.0,A0,A0,A1,A1,A0,A2,A0,95.15,A0
A381,A1,A1,A1,A0,27.0,A0,A0,A1,A1,A1,A0,A3,104.3,A1
A382,A1,A0,A1,A0,63.0,A0,A0,A0,A0,A0,A2,A1,81.2,A0
A383,A1,A0,A0,A0,13.0,A2,A0,A0,A1,A0,A0,A0,81.9,A0
A384,A0,A0,A0,A0,7.0,A2,A0,A0,A1,A1,A0,A2,94.25,A1
A385,A1,A0,A0,A0,38.0,A0,A1,A1,A0,A0,A0,A3,66.15,A0
,A1,A0,A1,A0,37.0,A0,A1,A1,A0,A0,A2,A1,68.1,A0
A387,A1,A0,A0,A1,18.0,A2,A2,A2,A2,A2,A2,A3,20.15,A1
A388,A1,A0,A0,A0,8.0,A0,A0,A0,A1,A0,A0,A2,87.05,A1
A389,A0,A0,A0,A1,3.0,A0,A2,A2,A2,A2,A1,A0,26.4,
A390,A0,A0,A1,A1,56.0,A0,A1,A1,A0,A1,A1,A1,75.85,A0
A391,A0,A0,A0,A0,68.0,A0,A1,A1,A0,A1,A2,A1,76.9,A0
A392,A0,A0,A0,A0,35.0,A2,A0,A0,A1,A1,A2,A3,102.35,A1
A393,A0,A0,A1,A1,0.0,A0,A2,A2,A2,A2,A1,A0,25.35,A0
A394,A0,A0,A0,A0,3.0,A0,A0,A0,A0,A1,A0,A2,85.3,A1
A395,A0,A0,A1,A0,31.0,A2,A0,A0,A1,A1,A2,A2,93.8,A0
A396,A0,A0,A1,A0,59.0,A1,A1,A0,A1,A1,A0,A2,44.3,A0
,A0,A0,A0,A0,60.0,A2,A1,A1,A1,A1,A2,A0,79.0,A0
A398,A1,A0,A0,A0,72.0,A0,A0,A1,A1,A1,A1,A1,112.75,A0
A399,A1,A0,A0,A1,22.0,A0,A0,A0,A0,A1,A0,A2,84.75,A0
A400,A0,A0,A1,A1,2.0,A0,A1,A1,A0,A0,A0,A0,56.7,A1
A401,A0,A1,A0,A0,,A0,A2,A2,A2,A2,A1,A0,24.65,
A402,A0,A0,A0,A0,9.0,A2,A1,A0,A0,A0,A0,A0,44.4,A0
A403,A1,A0,A0,A0,18.0,A0,A0,A0,A1,A0,A0,A2,85.2,A1
A404,A0,A1,A0,A0,70.0,A1,A1,A0,A1,A1,A2,A2,45.25,A1
A405,A1,A0,A0,A0,67.0,A1,A1,A0,A1,A1,A0,A1,53.4,A0
A406,A0,A1,A1,A0,72.0,A0,A1,A0,A1,A0,A1,A1,77.35,A0
A407,A0,A1,A1,A0,72.0,A1,A1,A1,A1,A1,A1,A1,64.45,
A408,A1,A1,A1,A0,3.0,A1,A1,A0,A0,A0,A0,A2,30.75,A0
A409,A1,A0,A0,A0,11.0,A1,A1,A0,A0,A0,A2,A1,40.4,A0
A410,A0,A0,A0,A0,10.0,A1,A1,A0,A0,A1,A0,A0,33.9,A1
,A1,A0,A1,A0,64.0,A0,A1,A0,A0,A0,A2,A3,58.35,A0
A412,A1,A1,A0,A0,,A0,A0,A0,A1,A1,A0,A2,101.35,A1
A413,A0,A0,A0,A0,10.0,A2,A1,A0,A0,A1,A0,A3,56.75,A0
A414,A0,A0,A0,A0,37.0,A0,A1,A1,A1,A1,A2,A3,90.6,A0
,A0,A0,A0,A0,55.0,A2,A1,A0,A0,A1,A2,A2,64.2,A0
A416,A0,A0,A0,A0,2.0,A0,A1,A0,A0,A1,A0,A3,62.05,A1
A417,A0,A0,A1,A0,1.0,A0,A0,A0,A0,A0,A0,A3,74.6,A1
A418,A0,A0,A1,A1,35.0,A0,A0,A0,A1,A1,A0,A2,109.95,A0
,A0,A0,A1,A1,23.0,A1,A1,A0,A0,A0,A0,A3,30.35,A0
A420,A0,A0,A0,A0,4.0,A1,A1,A1,A0,A0,A0,A0,42.4,A0
A421,A0,A0,A1,A1,68.0,A2,A0,A1,A1,A1,A1,A1,103.25,A0
A422,A1,A0,A0,A0,62.0,A2,A1,A1,A0,A1,A1,A0,65.1,A0
A423,A1,A0,A0,A0,24.0,A2,A1,A1,A0,A0,A0,A1,56.35,A0
A424,A1,A0,A1,A1,39.0,A2,A1,A0,A1,A0,A0,A0,59.85,A0
A425,A1,A1,A0,A0,4.0,A0,A0,A0,A0,A0,A0,A2,74.9,A1
A426,A1,A1,A0,A0,20.0,A0,A0,A0,A0,A1,A0,A1,85.8,A1
,A1,A1,A0,A0,14.0,A0,A0,A0,A0,A0,A0,A2,78.95,A1
A428,A0,A0,A0,A0,37.0,A1,A1,A1,A0,A0,A1,A0,40.55,A0
A429,A0,A0,A0,A0,72.0,A2,A2,A2,A2,A2,A1,A3,19.85,A0
A430,A1,A0,A0,A0,,A2,A2,A2,A2,A2,A0,A0,20.35,A0
A431,A0,A0,A1,A0,17.0,A0,A0,A1,A0,A0,A0,A1,90.2,A1
A432,A0,A0,A1,A0,25.0,A2,A2,A2,A2,A2,A2,A3,20.95,A0
A433,A1,A0,A1,A1,53.0,A2,A0,A0,A1,A1,A0,A3,108.25,A0
A434,A1,A1,A0,A0,37.0,A0,A0,A1,A1,A1,A0,A3,106.75,A1
,A0,A0,A0,A0,34.0,A2,A1,A0,A0,A0,A0,A2,49.8,A0
A436,A0,A0,A0,A0,12.0,A0,A0,A0,A1,A1,A0,A2,106.7,A1
A437,A0,A0,A0,A1,40.0,A2,A1,A1,A0,A0,A0,A0,55.25,A1
A438,A1,A1,A0,A0,12.0,A0,A0,A0,A1,A0,A0,A2,91.3,A1
A439,A0,A0,A1,A1,71.0,A2,A1,A1,A1,A1,A1,A3,85.45,A0
A440,A0,A0,A1,A0,22.0,A2,A1,A1,A1,A0,A2,A3,59.75,A0
A441,A0,A1,A1,A0,69.0,A0,A0,A1,A1,A1,A2,A0,110.55,A0
A442,A1,A1,A1,A0,70.0,A0,A0,A1,A1,A1,A1,A1,113.0,A0
A443,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A1,19.95,A0
A444,A1,A0,A1,A0,61.0,A0,A0,A0,A1,A1,A2,A3,101.15,A0
A445,A1,A0,A1,A0,52.0,A1,A1,A1,A0,A0,A2,A0,35.45,A0
A446,A1,A0,A0,A0,72.0,A0,A1,A1,A1,A1,A1,A3,91.35,A0
A447,A0,A0,A0,A0,48.0,A2,A1,A0,A1,A1,A1,A1,78.9,A0
A448,A1,A0,A1,A1,28.0,A0,A1,A0,A0,A0,A0,A0,49.9,A0
A449,A0,A1,A1,A0,66.0,A0,A0,A0,A1,A1,A2,A2,110.85,A1
A450,A0,A0,A1,A0,8.0,A2,A1,A0,A0,A0,A0,A0,54.75,
A451,A1,A1,A1,A0,72.0,A0,A0,A0,A1,A1,A2,A1,105.75,A0
A452,A1,A1,A1,A0,13.0,A1,A1,A0,A1,A1,A0,A2,45.3,A0
A453,A0,A0,A0,A0,49.0,A0,A0,A0,A1,A1,A2,A3,106.65,A0
A454,A1,A0,A1,A1,37.0,A0,A2,A2,A2,A2,A0,A0,26.45,A0
A455,A0,A0,A0,A0,2.0,A2,A0,A0,A0,A1,A0,A2,80.2,A1
A456,A0,A0,A1,A0,37.0,A2,A0,A0,A0,A1,A0,A2,90.35,A0
A457,A0,A0,A0,A0,33.0,A2,A0,A0,A0,A0,A1,A3,80.6,
A458,A0,A1,A1,A0,30.0,A0,A0,A0,A0,A0,A0,A0,77.9,A0
A459,A1,A0,A0,A0,50.0,A0,A0,A1,A1,A1,A1,A2,109.65,A1
A460,A0,A0,A1,A1,32.0,A2,A2,A2,A2,A2,A0,A1,19.45,A0
A461,A1,A0,A1,A1,6.0,A2,A1,A0,A0,A0,A0,A0,48.8,A0
A462,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,19.55,A1
A463,A0,A0,A0,A0,41.0,A0,A0,A0,A1,A1,A0,A2,104.7,A1
A464,A1,A0,A1,A0,68.0,A0,A0,A0,A0,A0,A2,A1,86.45,
A465,A0,A0,A0,A0,,A0,A0,A0,A0,A1,A0,A3,85.65,A0
A466,A0,A0,A0,A0,40.0,A2,A1,A1,A0,A0,A0,A0,61.9,A0
A467,A0,A0,A1,A1,62.0,A2,A2,A2,A2,A2,A1,A1,20.65,A0
A468,A1,A0,A1,A0,8.0,A2,A2,A2,A2,A2,A0,A3,20.15,
,A1,A0,A0,A1,1.0,A1,A1,A0,A0,A0,A0,A0,24.7,A0
A470,A1,A0,A0,A0,63.0,A0,A0,A0,A1,A1,A2,A3,99.9,A1
A471,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.6,A0
A472,A0,A0,A0,A0,43.0,A0,A0,A0,A0,A0,A0,A1,75.35,
A473,A0,A1,A1,A1,1.0,A2,A1,A0,A0,A0,A0,A1,49.25,A1
,A0,A1,A1,A0,7.0,A0,A0,A0,A1,A1,A0,A3,95.6,A1
A475,A1,A0,A0,A0,10.0,A2,A1,A0,A0,A0,A0,A2,54.25,A0
A476,A1,A0,A0,A0,48.0,A2,A1,A1,A0,A0,A2,A1,60.35,A1
A477,A0,A0,A1,A1,31.0,A2,A1,A0,A0,A0,A0,A0,54.35,A0
A478,A1,A1,A1,A0,31.0,A1,A1,A1,A0,A1,A2,A1,50.4,A0
A479,A1,A1,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,70.55,A1
A480,A1,A0,A0,A1,25.0,A1,A1,A1,A0,A0,A1,A3,35.05,
A481,A1,A0,A0,A0,48.0,A0,A0,A0,A1,A1,A0,A2,103.85,A0
A482,A0,A0,A0,A0,2.0,A1,A1,A0,A0,A0,A0,A3,29.85,A1
A483,A0,A1,A1,A0,10.0,A0,A0,A0,A0,A1,A0,A2,85.55,A1
,A1,A0,A0,A0,15.0,A2,A0,A0,A1,A0,A0,A3,83.2,A0
A485,A0,A0,A1,A1,22.0,A2,A2,A2,A2,A2,A2,A0,19.95,A0
,A0,A0,A1,A1,53.0,A2,A2,A2,A2,A2,A1,A0,19.4,A0
A487,A0,A0,A0,A0,4.0,A2,A1,A0,A0,A1,A0,A2,54.3,A1
,A0,A0,A0,A0,67.0,A0,A0,A1,A1,A1,A1,A1,116.2,A1
A489,A1,A0,A0,A0,41.0,A2,A1,A0,A0,A0,A2,A3,50.05,A0
A490,A0,A0,A1,A1,41.0,A2,A2,A2,A2,A2,A2,A3,19.5,A0
A491,A0,A0,A1,A1,56.0,A2,A0,A0,A0,A0,A2,A0,85.85,A0
A492,A1,A0,A0,A0,32.0,A2,A2,A2,A2,A2,A2,A3,20.55,A0
A493,A0,A0,A1,A0,72.0,A0,A0,A1,A1,A1,A1,A3,115.15,A0
A494,A1,A0,A0,A0,9.0,A2,A2,A2,A2,A2,A0,A0,19.05,
A495,A0,A1,A0,A0,5.0,A2,A0,A0,A1,A1,A0,A2,89.5,A1
A496,A0,A0,A0,A1,62.0,A0,A0,A0,A1,A1,A1,A2,104.05,A0
A497,A0,A0,A0,A0,65.0,A0,A0,A0,A1,A1,A0,A2,109.15,A1
A498,A0,A0,A0,A0,10.0,A2,A1,A0,A0,A0,A0,A1,45.8,A0
A499,A1,A0,A0,A0,15.0,A2,A1,A0,A1,A0,A2,A0,56.15,A0
A500,A0,A0,A1,A1,1.0,A1,A1,A0,A0,A0,A0,A2,30.2,A1
A501,A0,A0,A0,A0,3.0,A2,A2,A2,A2,A2,A2,A0,19.6,A0
A502,A0,A0,A1,A1,70.0,A2,A2,A2,A2,A2,A1,A1,20.35,A0
A503,A0,A0,A1,A0,10.0,A2,A0,A0,A0,A0,A0,A2,70.1,A1
A504,A1,A0,A0,A0,,A2,A2,A2,A2,A2,A1,A0,20.5,A0
A505,A0,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.25,A1
A506,A1,A0,A0,A0,50.0,A0,A1,A0,A1,A1,A1,A0,79.6,A0
A507,A1,A1,A1,A0,71.0,A0,A1,A1,A0,A1,A1,A3,82.7,A0
A508,A1,A0,A0,A0,58.0,A0,A1,A1,A0,A0,A2,A1,71.1,A0
A509,A0,A0,A1,A1,41.0,A0,A1,A1,A1,A0,A0,A1,74.55,A0
A510,A1,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A0,A0,20.35,A0
A511,A1,A0,A0,A0,30.0,A1,A1,A0,A0,A1,A2,A1,40.35,A0
A512,A0,A0,A1,A0,24.0,A1,A1,A0,A0,A0,A0,A2,29.1,A0
A513,A1,A0,A0,A0,8.0,A0,A0,A0,A0,A0,A0,A2,75.25,A0
A514,A0,A0,A1,A1,72.0,A0,A1,A1,A0,A0,A1,A1,64.45,A0
A515,A0,A0,A1,A1,72.0,A0,A1,A1,A1,A1,A1,A1,88.7,A0
A516,A1,A1,A0,A0,6.0,A2,A0,A1,A0,A0,A0,A2,74.1,A0
A517,A1,A1,A0,A0,28.0,A0,A0,A0,A1,A1,A0,A2,106.15,A1
A518,A0,A0,A0,A0,2.0,A2,A0,A0,A1,A0,A0,A2,79.95,A0
A519,A1,A0,A0,A0,9.0,A2,A1,A0,A0,A0,A0,A3,44.2,A1
A520,A1,A1,A1,A0,38.0,A0,A0,A1,A0,A1,A2,A1,95.0,A0
A521,A1,A0,A1,A1,61.0,A2,A1,A1,A0,A0,A2,A3,49.7,A0
A522,A1,A0,A0,A0,3.0,A0,A2,A2,A2,A2,A0,A0,24.6,A0
A523,A0,A0,A1,A0,9.0,A2,A0,A0,A0,A0,A0,A2,79.9,A1
A524,A1,A0,A1,A1,70.0,A0,A2,A2,A2,A2,A1,A0,24.05,A0
A525,A1,A0,A0,A0,13.0,A1,A1,A0,A0,A0,A0,A2,29.15,A0
A526,A0,A0,A1,A0,72.0,A0,A1,A1,A1,A1,A1,A1,92.3,A0
A527,A0,A0,A1,A0,43.0,A0,A1,A1,A0,A0,A0,A3,66.25,A0
A528,A0,A0,A1,A1,10.0,A2,A2,A2,A2,A2,A2,A0,20.45,A0
A529,A1,A1,A0,A0,1.0,A2,A0,A0,A1,A1,A0,A2,89.3,A1
,A1,A0,A1,A0,40.0,A2,A2,A2,A2,A2,A1,A0,19.1,A0
A531,A1,A0,A1,A0,16.0,A1,A1,A0,A1,A1,A0,A2,49.95,A1
A532,A1,A0,A0,A0,59.0,A2,A0,A0,A1,A1,A1,A2,95.8,A0
A533,A0,A0,A1,A0,49.0,A2,A0,A0,A1,A1,A2,A1,99.25,
A534,A0,A0,A1,A1,51.0,A2,A2,A2,A2,A2,A2,A0,19.4,A0
A535,A1,A0,A0,A1,14.0,A2,A1,A0,A1,A0,A0,A1,59.8,
A536,A0,A0,A1,A1,66.0,A0,A1,A0,A1,A1,A1,A3,79.85,A0
A537,A0,A0,A0,A0,24.0,A2,A0,A0,A0,A1,A0,A2,89.55,A0
A538,A0,A1,A0,A0,31.0,A0,A0,A0,A1,A0,A0,A2,90.7,A0
A539,A1,A0,A1,A1,44.0,A2,A2,A2,A2,A2,A0,A0,19.6,A0
A540,A0,A1,A0,A0,67.0,A0,A0,A1,A1,A1,A1,A1,116.1,A0
A541,A0,A0,A1,A1,68.0,A0,A2,A2,A2,A2,A1,A3,25.4,A0
A542,A0,A0,A1,A0,70.0,A0,A1,A1,A0,A1,A1,A1,74.8,A0
A543,A1,A0,A1,A0,24.0,A2,A2,A2,A2,A2,A2,A1,20.4,A0
A544,A0,A0,A0,A0,1.0,A1,A1,A0,A0,A0,A0,A3,24.8,A1
A545,A1,A0,A0,A1,22.0,A1,A1,A0,A1,A1,A2,A1,49.45,A0
A546,A1,A1,A1,A1,34.0,A0,A0,A0,A0,A0,A0,A0,79.6,A1
A547,A0,A0,A0,A0,68.0,A0,A2,A2,A2,A2,A1,A3,24.15,A0
A548,A0,A0,A0,A0,1.0,A1,A1,A0,A0,A0,A0,A0,25.35,A0
A549,A1,A1,A1,A0,24.0,A1,A1,A0,A0,A1,A0,A1,40.65,A1
A550,A1,A0,A1,A0,45.0,A0,A2,A2,A2,A2,A1,A0,25.5,A0
A551,A0,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A0,A0,19.35,A0
A552,A0,A0,A0,A0,6.0,A2,A0,A0,A0,A0,A0,A2,69.1,A0
A553,A1,A0,A0,A0,43.0,A2,A2,A2,A2,A2,A1,A3,19.65,A0
A554,A0,A0,A0,A0,40.0,A2,A1,A0,A0,A0,A0,A2,51.1,A0
A555,A0,A0,A0,A0,51.0,A2,A0,A1,A1,A0,A2,A0,86.35,A0
A556,A0,A1,A1,A0,12.0,A2,A0,A0,A0,A1,A0,A2,80.45,A1
A557,A1,A0,A1,A1,72.0,A0,A0,A1,A1,A1,A1,A3,110.45,A0
A558,A0,A0,A1,A1,72.0,A0,A0,A1,A1,A1,A1,A2,114.0,A0
,A0,A0,A1,A0,63.0,A0,A1,A0,A0,A1,A1,A0,67.25,A0
,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A0,20.9,A0
A561,A1,A0,A1,A0,72.0,A1,A1,A1,A0,A1,A1,A2,49.2,A0
A562,A1,A0,A0,A0,20.0,A2,A2,A2,A2,A2,A1,A0,19.7,A0
A563,A1,A1,A0,A0,2.0,A0,A0,A0,A1,A1,A0,A2,93.85,A1
A564,A1,A0,A1,A0,64.0,A2,A0,A1,A1,A1,A2,A0,96.9,A0
A565,A0,A0,A1,A0,55.0,A0,A0,A1,A1,A0,A0,A2,96.75,A1
A566,A0,A0,A0,A0,8.0,A2,A1,A0,A1,A0,A0,A2,66.65,A0
A567,A1,A0,A1,A1,9.0,A2,A0,A0,A0,A0,A0,A2,75.85,A0
A568,A0,A1,A0,A0,25.0,A0,A0,A0,A1,A0,A0,A2,88.95,A1
A569,A1,A0,A0,A0,1.0,A2,A0,A0,A0,A0,A0,A2,70.3,A1
A570,A0,A0,A0,A0,29.0,A1,A1,A0,A0,A0,A2,A0,24.85,A0
A571,A0,A0,A1,A0,66.0,A1,A1,A1,A1,A0,A1,A3,56.6,A0
A572,A1,A1,A1,A0,54.0,A0,A0,A0,A1,A1,A2,A1,101.5,A1
,A0,A0,A1,A0,70.0,A0,A1,A0,A1,A0,A1,A1,76.1,A0
A574,A1,A0,A0,A0,18.0,A2,A0,A0,A0,A0,A0,A2,77.8,A0
A575,A0,A0,A0,A1,12.0,A2,A2,A2,A2,A2,A1,A3,19.35,A0
A576,A1,A0,A1,A0,9.0,A2,A1,A0,A0,A0,A0,A0,50.85,A0
A577,A1,A0,A0,A0,17.0,A2,A2,A2,A2,A2,A2,A3,19.9,A0
A578,A0,A0,A0,A0,3.0,A2,A1,A1,A1,A1,A0,A2,77.4,A0
A579,A1,A0,A1,A0,72.0,A0,A0,A0,A1,A1,A2,A2,109.25,A1
A580,A1,A0,A0,A0,15.0,A0,A0,A1,A0,A0,A0,A1,84.35,A0
A581,A1,A0,A0,A0,52.0,A2,A1,A1,A0,A0,A2,A1,57.95,A0
A582,A0,A0,A0,A1,11.0,A0,A0,A0,A0,A0,A0,A0,78.0,A0
,A1,A0,A0,A1,67.0,A0,A0,A0,A1,A1,A2,A3,106.6,A0
A584,A1,A0,A0,A0,2.0,A2,A2,A2,A2,A2,A0,A3,18.75,A0
A585,A0,A0,A0,A0,1.0,A2,A0,A0,A1,A0,A0,A2,80.55,A0
A586,A0,A0,A0,A1,39.0,A1,A1,A1,A1,A0,A2,A3,45.05,A0
A587,A1,A0,A1,A0,10.0,A2,A2,A2,A2,A2,A0,A0,20.55,A0
A588,A1,A0,A0,A0,69.0,A0,A0,A0,A1,A1,A1,A3,110.5,A0
A589,A1,A0,A0,A0,66.0,A1,A1,A1,A0,A0,A1,A0,47.4,A0
A590,A1,A0,A1,A0,19.0,A2,A1,A0,A0,A0,A0,A0,44.9,A0
A591,A0,A0,A0,A0,4.0,A0,A0,A0,A0,A0,A0,A3,72.2,A1
A592,A1,A0,A0,A0,70.0,A0,A0,A1,A1,A1,A1,A3,113.65,A0
A593,A0,A0,A1,A0,21.0,A0,A0,A0,A1,A1,A0,A2,106.1,A1
A594,A1,A0,A1,A1,57.0,A0,A1,A1,A1,A1,A1,A2,84.5,A0
A595,A0,A0,A0,A0,1.0,A0,A2,A2,A2,A2,A0,A0,24.05,A1
,A1,A0,A0,A0,1.0,A2,A2,A2,A2,A2,A0,A2,20.7,A0
